Epoch: 0001 train_loss= 2.5876  train_acc= 0.1859  val_loss= 2.5385  val_acc= 0.2254  time= 1.9457 
Epoch: 0043 train_loss= 0.6625  train_acc= 0.7901  val_loss= 0.8029  val_acc= 0.7042  time= 0.1412 
Epoch: 0044 train_loss= 0.6438  train_acc= 0.7901  val_loss= 0.8111  val_acc= 0.6620  time= 0.1725 
Epoch: 0045 train_loss= 0.6260  train_acc= 0.8061  val_loss= 0.7905  val_acc= 0.6901  time= 0.1492 
Epoch: 0046 train_loss= 0.6050  train_acc= 0.8237  val_loss= 0.7673  val_acc= 0.7042  time= 0.1641 
Epoch: 0047 train_loss= 0.5863  train_acc= 0.8157  val_loss= 0.7494  val_acc= 0.7183  time= 0.1420 
Epoch: 0048 train_loss= 0.5684  train_acc= 0.8205  val_loss= 0.7634  val_acc= 0.7042  time= 0.1457 
Epoch: 0049 train_loss= 0.5493  train_acc= 0.8365  val_loss= 0.7471  val_acc= 0.6901  time= 0.1256 
Epoch: 0050 train_loss= 0.5428  train_acc= 0.8333  val_loss= 0.7159  val_acc= 0.7183  time= 0.1251 
Epoch: 0051 train_loss= 0.5192  train_acc= 0.8478  val_loss= 0.7277  val_acc= 0.7042  time= 0.1337 
Epoch: 0052 train_loss= 0.5086  train_acc= 0.8622  val_loss= 0.7115  val_acc= 0.7183  time= 0.1281 
Epoch: 0053 train_loss= 0.4854  train_acc= 0.8766  val_loss= 0.6589  val_acc= 0.7465  time= 0.1293 
Epoch: 0054 train_loss= 0.4743  train_acc= 0.8670  val_loss= 0.6561  val_acc= 0.7465  time= 0.1294 
Epoch: 0055 train_loss= 0.4623  train_acc= 0.8750  val_loss= 0.6359  val_acc= 0.8028  time= 0.1410 
Epoch: 0056 train_loss= 0.4517  train_acc= 0.8798  val_loss= 0.6205  val_acc= 0.8169  time= 0.1585 
Epoch: 0057 train_loss= 0.4408  train_acc= 0.8862  val_loss= 0.6534  val_acc= 0.7746  time= 0.1519 
Epoch: 0058 train_loss= 0.4099  train_acc= 0.9199  val_loss= 0.5861  val_acc= 0.8310  time= 0.1813 
Epoch: 0059 train_loss= 0.4247  train_acc= 0.9054  val_loss= 0.5700  val_acc= 0.8169  time= 0.1657 
Epoch: 0060 train_loss= 0.3905  train_acc= 0.9183  val_loss= 0.5639  val_acc= 0.8028  time= 0.1560 
Epoch: 0061 train_loss= 0.3897  train_acc= 0.9135  val_loss= 0.5859  val_acc= 0.7887  time= 0.1741 
Epoch: 0062 train_loss= 0.3644  train_acc= 0.9279  val_loss= 0.5419  val_acc= 0.8451  time= 0.1776 
Epoch: 0063 train_loss= 0.3534  train_acc= 0.9311  val_loss= 0.5282  val_acc= 0.8310  time= 0.1522 
Epoch: 0064 train_loss= 0.3391  train_acc= 0.9311  val_loss= 0.5321  val_acc= 0.8451  time= 0.1577 
Epoch: 0065 train_loss= 0.3290  train_acc= 0.9167  val_loss= 0.5293  val_acc= 0.8310  time= 0.1704 
Epoch: 0066 train_loss= 0.3214  train_acc= 0.9327  val_loss= 0.4944  val_acc= 0.8451  time= 0.1596 
Epoch: 0067 train_loss= 0.3045  train_acc= 0.9375  val_loss= 0.4838  val_acc= 0.8451  time= 0.1414 
Epoch: 0068 train_loss= 0.2977  train_acc= 0.9279  val_loss= 0.5009  val_acc= 0.8732  time= 0.1319 
Epoch: 0069 train_loss= 0.2853  train_acc= 0.9455  val_loss= 0.4671  val_acc= 0.8451  time= 0.1311 
Epoch: 0070 train_loss= 0.2817  train_acc= 0.9503  val_loss= 0.4590  val_acc= 0.8592  time= 0.1292 
Epoch: 0071 train_loss= 0.2692  train_acc= 0.9471  val_loss= 0.4486  val_acc= 0.8732  time= 0.1516 
Epoch: 0072 train_loss= 0.2669  train_acc= 0.9391  val_loss= 0.4504  val_acc= 0.8732  time= 0.1634 
Epoch: 0073 train_loss= 0.2550  train_acc= 0.9407  val_loss= 0.4430  val_acc= 0.8732  time= 0.1414 
Epoch: 0074 train_loss= 0.2489  train_acc= 0.9455  val_loss= 0.4441  val_acc= 0.8732  time= 0.1449 
Epoch: 0075 train_loss= 0.2544  train_acc= 0.9311  val_loss= 0.4408  val_acc= 0.8592  time= 0.1825 
Epoch: 0076 train_loss= 0.2444  train_acc= 0.9407  val_loss= 0.4584  val_acc= 0.8732  time= 0.1520 
Epoch: 0077 train_loss= 0.2401  train_acc= 0.9359  val_loss= 0.4941  val_acc= 0.8310  time= 0.1457 
Epoch: 0078 train_loss= 0.2365  train_acc= 0.9455  val_loss= 0.4343  val_acc= 0.8592  time= 0.1286 
Epoch: 0079 train_loss= 0.2589  train_acc= 0.9263  val_loss= 0.4082  val_acc= 0.8592  time= 0.1604 
Epoch: 0080 train_loss= 0.2308  train_acc= 0.9487  val_loss= 0.4246  val_acc= 0.8732  time= 0.1724 
Epoch: 0081 train_loss= 0.2359  train_acc= 0.9391  val_loss= 0.4766  val_acc= 0.8169  time= 0.1654 
Epoch: 0082 train_loss= 0.2324  train_acc= 0.9391  val_loss= 0.4423  val_acc= 0.8310  time= 0.1592 
Epoch: 0083 train_loss= 0.2192  train_acc= 0.9439  val_loss= 0.3914  val_acc= 0.8732  time= 0.1711 
Epoch: 0084 train_loss= 0.1976  train_acc= 0.9487  val_loss= 0.3805  val_acc= 0.8732  time= 0.1387 
Epoch: 0085 train_loss= 0.2255  train_acc= 0.9423  val_loss= 0.4299  val_acc= 0.8451  time= 0.1311 
Epoch: 0086 train_loss= 0.1850  train_acc= 0.9503  val_loss= 0.3856  val_acc= 0.8592  time= 0.1293 
Epoch: 0087 train_loss= 0.1916  train_acc= 0.9487  val_loss= 0.4178  val_acc= 0.8451  time= 0.1446 
Epoch: 0088 train_loss= 0.1870  train_acc= 0.9551  val_loss= 0.4247  val_acc= 0.8592  time= 0.1856 
Epoch: 0089 train_loss= 0.1764  train_acc= 0.9615  val_loss= 0.4183  val_acc= 0.8732  time= 0.1641 
Epoch: 0090 train_loss= 0.1800  train_acc= 0.9599  val_loss= 0.3975  val_acc= 0.8732  time= 0.1255 
Epoch: 0091 train_loss= 0.1756  train_acc= 0.9615  val_loss= 0.3754  val_acc= 0.8732  time= 0.1266 
Epoch: 0092 train_loss= 0.1729  train_acc= 0.9599  val_loss= 0.3590  val_acc= 0.8732  time= 0.1315 
Epoch: 0093 train_loss= 0.1822  train_acc= 0.9503  val_loss= 0.3886  val_acc= 0.8451  time= 0.1395 
Epoch: 0094 train_loss= 0.1562  train_acc= 0.9663  val_loss= 0.3528  val_acc= 0.8732  time= 0.1405 
Epoch: 0095 train_loss= 0.1607  train_acc= 0.9647  val_loss= 0.3626  val_acc= 0.8732  time= 0.1264 
Epoch: 0096 train_loss= 0.1563  train_acc= 0.9728  val_loss= 0.3742  val_acc= 0.8873  time= 0.1564 
Epoch: 0097 train_loss= 0.1488  train_acc= 0.9712  val_loss= 0.3947  val_acc= 0.8873  time= 0.1635 
Epoch: 0098 train_loss= 0.1399  train_acc= 0.9712  val_loss= 0.4055  val_acc= 0.8732  time= 0.1704 
Epoch: 0099 train_loss= 0.1389  train_acc= 0.9679  val_loss= 0.3952  val_acc= 0.8592  time= 0.1719 
Epoch: 0100 train_loss= 0.1322  train_acc= 0.9728  val_loss= 0.3610  val_acc= 0.8732  time= 0.1481 
Epoch: 0100  Test set results: loss= 0.7724  accuracy= 0.8743 Epoch: 0101 train_loss= 0.1320  train_acc= 0.9728  val_loss= 0.3635  val_acc= 0.8873  time= 0.1465 
Epoch: 0102 train_loss= 0.1190  train_acc= 0.9744  val_loss= 0.3797  val_acc= 0.8732  time= 0.1725 
Epoch: 0103 train_loss= 0.1231  train_acc= 0.9760  val_loss= 0.4389  val_acc= 0.8732  time= 0.1867 
Epoch: 0104 train_loss= 0.1432  train_acc= 0.9631  val_loss= 0.3865  val_acc= 0.8873  time= 0.1519 
Epoch: 0105 train_loss= 0.1441  train_acc= 0.9696  val_loss= 0.3894  val_acc= 0.8873  time= 0.1612 
Epoch: 0106 train_loss= 0.1288  train_acc= 0.9776  val_loss= 0.3223  val_acc= 0.8873  time= 0.1405 
Epoch: 0107 train_loss= 0.1210  train_acc= 0.9808  val_loss= 0.3235  val_acc= 0.9014  time= 0.1646 
Epoch: 0108 train_loss= 0.1952  train_acc= 0.9439  val_loss= 0.4595  val_acc= 0.8451  time= 0.1558 
Epoch: 0109 train_loss= 0.2231  train_acc= 0.9407  val_loss= 0.4013  val_acc= 0.8732  time= 0.1493 
Epoch: 0110 train_loss= 0.1848  train_acc= 0.9535  val_loss= 0.3446  val_acc= 0.8732  time= 0.1579 
Epoch: 0111 train_loss= 0.1547  train_acc= 0.9712  val_loss= 0.3467  val_acc= 0.9014  time= 0.1423 
Epoch: 0112 train_loss= 0.1801  train_acc= 0.9631  val_loss= 0.3957  val_acc= 0.8732  time= 0.1283 
Epoch: 0113 train_loss= 0.1727  train_acc= 0.9663  val_loss= 0.4557  val_acc= 0.8732  time= 0.1476 
Epoch: 0114 train_loss= 0.1841  train_acc= 0.9599  val_loss= 0.4196  val_acc= 0.8873  time= 0.1695 
Epoch: 0115 train_loss= 0.1504  train_acc= 0.9631  val_loss= 0.3113  val_acc= 0.9014  time= 0.1525 
Epoch: 0116 train_loss= 0.1577  train_acc= 0.9679  val_loss= 0.3104  val_acc= 0.9014  time= 0.1445 
Epoch: 0117 train_loss= 0.1643  train_acc= 0.9503  val_loss= 0.3556  val_acc= 0.8873  time= 0.1314 
Epoch: 0118 train_loss= 0.1146  train_acc= 0.9808  val_loss= 0.3671  val_acc= 0.8873  time= 0.1285 
Epoch: 0119 train_loss= 0.1372  train_acc= 0.9712  val_loss= 0.3615  val_acc= 0.8732  time= 0.1290 
Epoch: 0120 train_loss= 0.1180  train_acc= 0.9792  val_loss= 0.3268  val_acc= 0.8873  time= 0.1435 
Epoch: 0121 train_loss= 0.1557  train_acc= 0.9503  val_loss= 0.3759  val_acc= 0.9014  time= 0.1576 
Epoch: 0122 train_loss= 0.1277  train_acc= 0.9712  val_loss= 0.3714  val_acc= 0.9014  time= 0.1480 
Epoch: 0123 train_loss= 0.1338  train_acc= 0.9872  val_loss= 0.3809  val_acc= 0.8732  time= 0.1803 
Epoch: 0124 train_loss= 0.1205  train_acc= 0.9856  val_loss= 0.3630  val_acc= 0.9014  time= 0.1441 
Epoch: 0125 train_loss= 0.1170  train_acc= 0.9840  val_loss= 0.3392  val_acc= 0.9014  time= 0.1328 
Epoch: 0126 train_loss= 0.1040  train_acc= 0.9824  val_loss= 0.3096  val_acc= 0.9014  time= 0.1722 
Epoch: 0127 train_loss= 0.1004  train_acc= 0.9872  val_loss= 0.3012  val_acc= 0.9014  time= 0.1619 
Epoch: 0128 train_loss= 0.0933  train_acc= 0.9872  val_loss= 0.3085  val_acc= 0.9014  time= 0.1968 
Epoch: 0129 train_loss= 0.0954  train_acc= 0.9824  val_loss= 0.3684  val_acc= 0.9014  time= 0.1724 
Epoch: 0130 train_loss= 0.0936  train_acc= 0.9808  val_loss= 0.3705  val_acc= 0.9014  time= 0.1703 
Epoch: 0131 train_loss= 0.0874  train_acc= 0.9904  val_loss= 0.3129  val_acc= 0.9014  time= 0.1612 
Epoch: 0132 train_loss= 0.0918  train_acc= 0.9888  val_loss= 0.2866  val_acc= 0.9014  time= 0.1593 
Epoch: 0133 train_loss= 0.0915  train_acc= 0.9872  val_loss= 0.2899  val_acc= 0.9155  time= 0.1353 
Epoch: 0134 train_loss= 0.0831  train_acc= 0.9920  val_loss= 0.3151  val_acc= 0.9155  time= 0.1365 
Epoch: 0135 train_loss= 0.0757  train_acc= 0.9936  val_loss= 0.3251  val_acc= 0.9155  time= 0.1329 
Epoch: 0136 train_loss= 0.0746  train_acc= 0.9968  val_loss= 0.3219  val_acc= 0.9014  time= 0.1506 
Epoch: 0137 train_loss= 0.0773  train_acc= 0.9936  val_loss= 0.3181  val_acc= 0.9155  time= 0.1387 
Epoch: 0138 train_loss= 0.0850  train_acc= 0.9920  val_loss= 0.3186  val_acc= 0.9014  time= 0.1543 
Epoch: 0139 train_loss= 0.0784  train_acc= 0.9936  val_loss= 0.2962  val_acc= 0.9014  time= 0.1488 
Epoch: 0140 train_loss= 0.0716  train_acc= 0.9968  val_loss= 0.2969  val_acc= 0.9155  time= 0.1320 
Epoch: 0141 train_loss= 0.0687  train_acc= 0.9936  val_loss= 0.3220  val_acc= 0.9014  time= 0.1466 
Epoch: 0142 train_loss= 0.0711  train_acc= 0.9920  val_loss= 0.3551  val_acc= 0.9014  time= 0.1854 
Epoch: 0143 train_loss= 0.0675  train_acc= 0.9936  val_loss= 0.3491  val_acc= 0.9014  time= 0.1691 
Epoch: 0144 train_loss= 0.0651  train_acc= 0.9920  val_loss= 0.3303  val_acc= 0.9014  time= 0.1618 
Epoch: 0145 train_loss= 0.0647  train_acc= 0.9936  val_loss= 0.3141  val_acc= 0.9014  time= 0.1509 
Epoch: 0146 train_loss= 0.0642  train_acc= 0.9952  val_loss= 0.3011  val_acc= 0.9014  time= 0.1418 
Epoch: 0147 train_loss= 0.0641  train_acc= 0.9952  val_loss= 0.2948  val_acc= 0.9014  time= 0.1878 
Epoch: 0148 train_loss= 0.0629  train_acc= 0.9936  val_loss= 0.3025  val_acc= 0.8873  time= 0.1794 
Epoch: 0149 train_loss= 0.0606  train_acc= 0.9952  val_loss= 0.3166  val_acc= 0.9155  time= 0.1482 
Epoch: 0150 train_loss= 0.0603  train_acc= 0.9952  val_loss= 0.3369  val_acc= 0.9155  time= 0.1536 
Epoch: 0151 train_loss= 0.0555  train_acc= 0.9968  val_loss= 0.3109  val_acc= 0.9296  time= 0.1328 
Epoch: 0152 train_loss= 0.0578  train_acc= 0.9968  val_loss= 0.2962  val_acc= 0.9155  time= 0.1379 
Epoch: 0153 train_loss= 0.0595  train_acc= 0.9968  val_loss= 0.2913  val_acc= 0.9155  time= 0.1344 
Epoch: 0154 train_loss= 0.0573  train_acc= 0.9952  val_loss= 0.2872  val_acc= 0.9155  time= 0.1378 
Epoch: 0155 train_loss= 0.0529  train_acc= 0.9984  val_loss= 0.2855  val_acc= 0.9437  time= 0.1857 
Epoch: 0156 train_loss= 0.0532  train_acc= 0.9968  val_loss= 0.2976  val_acc= 0.9437  time= 0.1751 
Epoch: 0157 train_loss= 0.0504  train_acc= 0.9984  val_loss= 0.2940  val_acc= 0.9437  time= 0.1359 
Epoch: 0158 train_loss= 0.0503  train_acc= 0.9968  val_loss= 0.2737  val_acc= 0.9437  time= 0.1462 
Epoch: 0159 train_loss= 0.0519  train_acc= 0.9952  val_loss= 0.3065  val_acc= 0.9155  time= 0.1314 
Epoch: 0160 train_loss= 0.0542  train_acc= 0.9952  val_loss= 0.3242  val_acc= 0.9014  time= 0.1559 
Epoch: 0161 train_loss= 0.0516  train_acc= 0.9968  val_loss= 0.2921  val_acc= 0.9014  time= 0.1635 
Epoch: 0162 train_loss= 0.0562  train_acc= 0.9952  val_loss= 0.2729  val_acc= 0.9155  time= 0.1862 
Epoch: 0163 train_loss= 0.0492  train_acc= 0.9984  val_loss= 0.2812  val_acc= 0.9296  time= 0.1506 
Epoch: 0164 train_loss= 0.0553  train_acc= 0.9968  val_loss= 0.3300  val_acc= 0.9296  time= 0.1565 
Epoch: 0165 train_loss= 0.0472  train_acc= 0.9984  val_loss= 0.3348  val_acc= 0.9437  time= 0.1736 
Epoch: 0166 train_loss= 0.0501  train_acc= 1.0000  val_loss= 0.3312  val_acc= 0.9437  time= 0.1627 
Epoch: 0167 train_loss= 0.0461  train_acc= 0.9984  val_loss= 0.3055  val_acc= 0.9437  time= 0.1289 
Epoch: 0168 train_loss= 0.0457  train_acc= 0.9984  val_loss= 0.2931  val_acc= 0.9437  time= 0.1510 
Epoch: 0169 train_loss= 0.0487  train_acc= 0.9968  val_loss= 0.2906  val_acc= 0.9437  time= 0.1581 
Epoch: 0170 train_loss= 0.0495  train_acc= 1.0000  val_loss= 0.2849  val_acc= 0.9437  time= 0.1500 
Epoch: 0171 train_loss= 0.0465  train_acc= 1.0000  val_loss= 0.2841  val_acc= 0.9437  time= 0.1308 
Epoch: 0172 train_loss= 0.0454  train_acc= 1.0000  val_loss= 0.2834  val_acc= 0.9437  time= 0.1561 
Epoch: 0173 train_loss= 0.0464  train_acc= 1.0000  val_loss= 0.2826  val_acc= 0.9437  time= 0.1479 
Epoch: 0174 train_loss= 0.0464  train_acc= 1.0000  val_loss= 0.2893  val_acc= 0.9437  time= 0.1410 
Epoch: 0175 train_loss= 0.0469  train_acc= 0.9984  val_loss= 0.3068  val_acc= 0.9437  time= 0.1809 
Epoch: 0176 train_loss= 0.0430  train_acc= 1.0000  val_loss= 0.2995  val_acc= 0.9437  time= 0.1506 
Epoch: 0177 train_loss= 0.0492  train_acc= 1.0000  val_loss= 0.3168  val_acc= 0.9296  time= 0.1571 
Epoch: 0178 train_loss= 0.0468  train_acc= 0.9984  val_loss= 0.3083  val_acc= 0.9437  time= 0.1723 
Epoch: 0179 train_loss= 0.0542  train_acc= 0.9984  val_loss= 0.3038  val_acc= 0.9155  time= 0.1651 
Epoch: 0180 train_loss= 0.0543  train_acc= 0.9952  val_loss= 0.3070  val_acc= 0.9155  time= 0.1388 
Epoch: 0181 train_loss= 0.0431  train_acc= 0.9968  val_loss= 0.3334  val_acc= 0.9155  time= 0.1395 
Epoch: 0182 train_loss= 0.0471  train_acc= 0.9968  val_loss= 0.3774  val_acc= 0.9155  time= 0.1459 
Epoch: 0183 train_loss= 0.0460  train_acc= 1.0000  val_loss= 0.3742  val_acc= 0.9296  time= 0.1617 
Epoch: 0184 train_loss= 0.0439  train_acc= 1.0000  val_loss= 0.3485  val_acc= 0.9437  time= 0.1440 
Epoch: 0185 train_loss= 0.0555  train_acc= 0.9952  val_loss= 0.3399  val_acc= 0.9155  time= 0.1437 
Epoch: 0186 train_loss= 0.0432  train_acc= 1.0000  val_loss= 0.3017  val_acc= 0.9437  time= 0.1628 
Epoch: 0187 train_loss= 0.0464  train_acc= 0.9984  val_loss= 0.3028  val_acc= 0.9296  time= 0.1454 
Epoch: 0188 train_loss= 0.0444  train_acc= 1.0000  val_loss= 0.3048  val_acc= 0.9437  time= 0.1456 
Epoch: 0189 train_loss= 0.0470  train_acc= 1.0000  val_loss= 0.3090  val_acc= 0.9437  time= 0.1816 
Epoch: 0190 train_loss= 0.0438  train_acc= 1.0000  val_loss= 0.3215  val_acc= 0.9437  time= 0.1669 
Epoch: 0191 train_loss= 0.0426  train_acc= 1.0000  val_loss= 0.3225  val_acc= 0.9437  time= 0.1702 
Epoch: 0192 train_loss= 0.0409  train_acc= 1.0000  val_loss= 0.3111  val_acc= 0.9437  time= 0.1538 
Epoch: 0193 train_loss= 0.0462  train_acc= 0.9984  val_loss= 0.3062  val_acc= 0.9437  time= 0.1532 
Epoch: 0194 train_loss= 0.0437  train_acc= 1.0000  val_loss= 0.3325  val_acc= 0.9296  time= 0.1384 
Epoch: 0195 train_loss= 0.0507  train_acc= 0.9984  val_loss= 0.3601  val_acc= 0.9155  time= 0.1513 
Epoch: 0196 train_loss= 0.0499  train_acc= 1.0000  val_loss= 0.3255  val_acc= 0.9437  time= 0.1441 
Epoch: 0197 train_loss= 0.0462  train_acc= 1.0000  val_loss= 0.3003  val_acc= 0.9437  time= 0.1277 
Epoch: 0198 train_loss= 0.0485  train_acc= 1.0000  val_loss= 0.2970  val_acc= 0.9437  time= 0.1295 
Epoch: 0199 train_loss= 0.0422  train_acc= 1.0000  val_loss= 0.3162  val_acc= 0.9437  time= 0.1266 
Epoch: 0200 train_loss= 0.0461  train_acc= 1.0000  val_loss= 0.3338  val_acc= 0.9437  time= 0.1486 
Epoch: 0200  Test set results: loss= 0.4761  accuracy= 0.9344 Epoch: 0201 train_loss= 0.0451  train_acc= 0.9984  val_loss= 0.3239  val_acc= 0.9437  time= 0.1611 
Epoch: 0202 train_loss= 0.0386  train_acc= 1.0000  val_loss= 0.2853  val_acc= 0.9437  time= 0.1505 
Epoch: 0203 train_loss= 0.0418  train_acc= 1.0000  val_loss= 0.2836  val_acc= 0.9437  time= 0.1449 
Epoch: 0204 train_loss= 0.0427  train_acc= 1.0000  val_loss= 0.3059  val_acc= 0.9437  time= 0.1797 
Epoch: 0205 train_loss= 0.0428  train_acc= 1.0000  val_loss= 0.3076  val_acc= 0.9437  time= 0.1669 
Epoch: 0206 train_loss= 0.0404  train_acc= 1.0000  val_loss= 0.3427  val_acc= 0.9437  time= 0.1452 
Epoch: 0207 train_loss= 0.0411  train_acc= 1.0000  val_loss= 0.3681  val_acc= 0.9437  time= 0.1461 
Epoch: 0208 train_loss= 0.0411  train_acc= 1.0000  val_loss= 0.2779  val_acc= 0.9437  time= 0.1336 
Epoch: 0209 train_loss= 0.0451  train_acc= 1.0000  val_loss= 0.2657  val_acc= 0.9437  time= 0.1580 
Epoch: 0210 train_loss= 0.0469  train_acc= 1.0000  val_loss= 0.2901  val_acc= 0.9437  time= 0.1474 
Epoch: 0211 train_loss= 0.0575  train_acc= 0.9984  val_loss= 0.3084  val_acc= 0.9577  time= 0.1334 
Epoch: 0212 train_loss= 0.0452  train_acc= 1.0000  val_loss= 0.3222  val_acc= 0.9577  time= 0.1377 
Epoch: 0213 train_loss= 0.0444  train_acc= 1.0000  val_loss= 0.3506  val_acc= 0.9155  time= 0.1335 
Epoch: 0214 train_loss= 0.0435  train_acc= 0.9984  val_loss= 0.3161  val_acc= 0.9437  time= 0.1466 
Epoch: 0215 train_loss= 0.0438  train_acc= 0.9984  val_loss= 0.2815  val_acc= 0.9437  time= 0.1328 
Epoch: 0216 train_loss= 0.0448  train_acc= 1.0000  val_loss= 0.2756  val_acc= 0.9437  time= 0.1646 
Epoch: 0217 train_loss= 0.0445  train_acc= 1.0000  val_loss= 0.2874  val_acc= 0.9437  time= 0.1687 
Epoch: 0218 train_loss= 0.0415  train_acc= 1.0000  val_loss= 0.2988  val_acc= 0.9437  time= 0.1510 
Epoch: 0219 train_loss= 0.0408  train_acc= 1.0000  val_loss= 0.3166  val_acc= 0.9437  time= 0.1648 
Epoch: 0220 train_loss= 0.0455  train_acc= 0.9984  val_loss= 0.3574  val_acc= 0.9437  time= 0.1746 
Epoch: 0221 train_loss= 0.0419  train_acc= 1.0000  val_loss= 0.3219  val_acc= 0.9437  time= 0.1878 
Epoch: 0222 train_loss= 0.0491  train_acc= 0.9984  val_loss= 0.3082  val_acc= 0.9437  time= 0.1476 
Epoch: 0223 train_loss= 0.0392  train_acc= 1.0000  val_loss= 0.2908  val_acc= 0.9437  time= 0.1330 
